country,district_code,district,centx,centy,year,month,ipc,ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,count_violence,sum_fatalities,food_price_idx,area,cropland_pct,pop,ruggedness_mean,pasture_pct,date,province,administrative_region,quarters
South Sudan,134,Pigi,31.4421,9.083722,2016,10,3.0,0.0,0.6604998,100.6026,10.83457,-2.543529,11.46572,-7.239582,0,0,12.02796,4464.961,9.617732,122867.0,12792.68,90.06,2016-10-01,Greater Upper Nile,Greater Upper Nile,2016Q4
South Sudan,134,Pigi,31.4421,9.083722,2017,2,4.0,0.0,0.3417263,116.3022,0.04969577,0.002552145,0.2488917,0.1610367,2,30,16.33302,4464.961,9.617732,113569.0,12792.68,90.06,2017-02-01,Greater Upper Nile,Greater Upper Nile,2017Q1
South Sudan,134,Pigi,31.4421,9.083722,2017,6,4.0,0.0,0.7046644,118.9463,28.29413,6.401911,23.08432,7.011727,0,0,23.30103,4464.961,9.617732,113569.0,12792.68,90.06,2017-06-01,Greater Upper Nile,Greater Upper Nile,2017Q2
South Sudan,134,Pigi,31.4421,9.083722,2017,10,4.0,0.0,0.6891366,104.9643,13.63892,0.2608178,21.91611,3.210809,0,0,27.17312,4464.961,9.617732,113569.0,12792.68,90.06,2017-10-01,Greater Upper Nile,Greater Upper Nile,2017Q4
South Sudan,134,Pigi,31.4421,9.083722,2018,2,3.0,1.0,0.3392459,115.4581,0.04969577,0.002552145,0.1277702,0.03991522,0,0,30.7418,4464.961,9.617732,104272.0,12792.68,90.06,2018-02-01,Greater Upper Nile,Greater Upper Nile,2018Q1
South Sudan,134,Pigi,31.4421,9.083722,2018,6,3.0,1.0,0.6682177,112.7942,28.28067,6.388448,21.4144,5.341808,0,0,43.75224,4464.961,9.617732,104272.0,12792.68,90.06,2018-06-01,Greater Upper Nile,Greater Upper Nile,2018Q2
South Sudan,134,Pigi,31.4421,9.083722,2018,10,4.0,0.0,0.704167,107.2537,13.05607,-0.3220261,16.62026,-2.085038,0,0,53.13283,4464.961,9.617732,104272.0,12792.68,90.06,2018-10-01,Greater Upper Nile,Greater Upper Nile,2018Q4
South Sudan,134,Pigi,31.4421,9.083722,2019,2,4.0,0.0,0.297469,101.2398,0.04969577,0.002552145,0.1794632,0.09160818,0,0,58.04555,4464.961,9.617732,94974.0,12792.68,90.06,2019-02-01,Greater Upper Nile,Greater Upper Nile,2019Q1
South Sudan,134,Pigi,31.4421,9.083722,2019,6,4.0,0.0,0.6873179,116.0183,33.26048,11.36826,23.05189,6.9793,0,0,69.57713,4464.961,9.617732,94974.0,12792.68,90.06,2019-06-01,Greater Upper Nile,Greater Upper Nile,2019Q2
South Sudan,134,Pigi,31.4421,9.083722,2019,10,3.0,0.0,0.6926731,105.503,13.678,0.2998983,25.25139,6.546086,0,0,79.59676,4464.961,9.617732,94974.0,12792.68,90.06,2019-10-01,Greater Upper Nile,Greater Upper Nile,2019Q4
South Sudan,134,Pigi,31.4421,9.083722,2020,2,4.0,0.0,0.3585928,122.0425,0.04969596,0.002486897,0.1910746,0.1032196,0,0,101.4707,4464.961,9.617732,127372.9,12792.68,90.06,2020-02-01,Greater Upper Nile,Greater Upper Nile,2020Q1
South Sudan,135,Mayom,29.2165,9.094566,2009,7,2.0,,0.6340115,97.39143,22.34777,-6.868875,17.10772,-4.207752,0,0,0.9203992,4278.039,29.01751,140767.0,7998.936,87.45455,2009-07-01,Greater Upper Nile,Greater Upper Nile,2009Q3
South Sudan,135,Mayom,29.2165,9.094566,2009,10,2.0,,0.5397274,98.91684,14.06642,-0.3279702,10.8417,-0.706114,0,0,0.9272252,4278.039,29.01751,140767.0,7998.936,87.45455,2009-10-01,Greater Upper Nile,Greater Upper Nile,2009Q4
South Sudan,135,Mayom,29.2165,9.094566,2010,1,2.0,,0.2797619,89.46437,0.06136354,-0.002072974,0.08325123,-0.4294927,0,0,0.9448054,4278.039,29.01751,146327.0,7998.936,87.45455,2010-01-01,Greater Upper Nile,Greater Upper Nile,2010Q1
South Sudan,135,Mayom,29.2165,9.094566,2010,4,2.0,,0.2491271,84.3212,2.343047,-1.206626,0.258112,-0.9530219,0,0,0.9636403,4278.039,29.01751,146327.0,7998.936,87.45455,2010-04-01,Greater Upper Nile,Greater Upper Nile,2010Q2
South Sudan,135,Mayom,29.2165,9.094566,2010,7,2.0,,0.6064786,93.16206,28.71295,-0.5036981,23.77155,2.456086,0,0,0.9975031,4278.039,29.01751,146327.0,7998.936,87.45455,2010-07-01,Greater Upper Nile,Greater Upper Nile,2010Q3
South Sudan,135,Mayom,29.2165,9.094566,2010,10,2.0,,0.5778833,105.9097,23.90119,9.506798,20.08012,8.532309,0,0,1.131913,4278.039,29.01751,146327.0,7998.936,87.45455,2010-10-01,Greater Upper Nile,Greater Upper Nile,2010Q4
South Sudan,135,Mayom,29.2165,9.094566,2011,1,2.0,,0.3353786,107.2499,0.06117642,-0.002260094,0.6108418,0.09809784,0,0,1.175949,4278.039,29.01751,150841.0,7998.936,87.45455,2011-01-01,Greater Upper Nile,Greater Upper Nile,2011Q1
South Sudan,135,Mayom,29.2165,9.094566,2011,4,3.0,,0.274078,92.76627,1.503181,-2.046492,0.2717409,-0.9393931,0,0,1.181129,4278.039,29.01751,150841.0,7998.936,87.45455,2011-04-01,Greater Upper Nile,Greater Upper Nile,2011Q2
South Sudan,135,Mayom,29.2165,9.094566,2011,7,3.0,,0.6183332,94.98306,31.85431,2.637659,16.7307,-4.584768,0,0,1.267465,4278.039,29.01751,150841.0,7998.936,87.45455,2011-07-01,Greater Upper Nile,Greater Upper Nile,2011Q3
South Sudan,135,Mayom,29.2165,9.094566,2011,10,3.0,,0.6125123,112.2563,16.32103,1.92664,16.67008,5.122268,3,95,1.554011,4278.039,29.01751,150841.0,7998.936,87.45455,2011-10-01,Greater Upper Nile,Greater Upper Nile,2011Q4
South Sudan,135,Mayom,29.2165,9.094566,2012,1,3.0,,0.2874836,91.93367,0.06123229,-0.002204226,0.319565,-0.1931789,0,0,1.727446,4278.039,29.01751,155354.0,7998.936,87.45455,2012-01-01,Greater Upper Nile,Greater Upper Nile,2012Q1
South Sudan,135,Mayom,29.2165,9.094566,2012,4,3.0,0.0,0.2635437,89.20076,2.516804,-1.032868,0.8417473,-0.3693866,1,0,1.904011,4278.039,29.01751,155354.0,7998.936,87.45455,2012-04-01,Greater Upper Nile,Greater Upper Nile,2012Q2
South Sudan,135,Mayom,29.2165,9.094566,2012,7,3.0,0.0,0.6340274,97.39388,32.80698,3.59033,22.67624,1.360772,1,2,2.060407,4278.039,29.01751,155354.0,7998.936,87.45455,2012-07-01,Greater Upper Nile,Greater Upper Nile,2012Q3
South Sudan,135,Mayom,29.2165,9.094566,2012,10,2.0,1.0,0.5498743,100.7765,12.55329,-1.841099,18.06858,6.520771,0,0,2.124029,4278.039,29.01751,155354.0,7998.936,87.45455,2012-10-01,Greater Upper Nile,Greater Upper Nile,2012Q4
South Sudan,135,Mayom,29.2165,9.094566,2013,1,2.0,0.0,0.3064286,97.99205,0.06273058,-0.000705937,0.2388771,-0.2738669,0,0,2.10094,4278.039,29.01751,159868.0,7998.936,87.45455,2013-01-01,Greater Upper Nile,Greater Upper Nile,2013Q1
South Sudan,135,Mayom,29.2165,9.094566,2013,4,2.0,0.0,0.2603939,88.13466,2.745097,-0.8045759,0.04846499,-1.162669,0,0,2.010176,4278.039,29.01751,159868.0,7998.936,87.45455,2013-04-01,Greater Upper Nile,Greater Upper Nile,2013Q2
South Sudan,135,Mayom,29.2165,9.094566,2013,7,2.0,1.0,0.5985208,91.93966,22.32365,-6.893001,17.32869,-3.98678,2,4,2.032988,4278.039,29.01751,159868.0,7998.936,87.45455,2013-07-01,Greater Upper Nile,Greater Upper Nile,2013Q3
South Sudan,135,Mayom,29.2165,9.094566,2013,10,2.0,0.0,0.5838597,107.005,8.35568,-6.038712,13.14705,1.599235,0,0,2.017394,4278.039,29.01751,159868.0,7998.936,87.45455,2013-10-01,Greater Upper Nile,Greater Upper Nile,2013Q4
South Sudan,135,Mayom,29.2165,9.094566,2014,1,2.0,0.0,0.3489564,111.5919,0.06273058,-0.000705937,0.2694889,-0.2432551,12,100,2.081431,4278.039,29.01751,164382.0,7998.936,87.45455,2014-01-01,Greater Upper Nile,Greater Upper Nile,2014Q1
South Sudan,135,Mayom,29.2165,9.094566,2014,4,3.0,0.0,0.3869891,130.9829,10.79121,7.241542,5.795124,4.58399,13,86,2.153087,4278.039,29.01751,164382.0,7998.936,87.45455,2014-04-01,Greater Upper Nile,Greater Upper Nile,2014Q2
South Sudan,135,Mayom,29.2165,9.094566,2014,7,3.0,0.0,0.6858766,105.3585,32.07496,2.85831,29.98871,8.673245,6,36,2.28789,4278.039,29.01751,164382.0,7998.936,87.45455,2014-07-01,Greater Upper Nile,Greater Upper Nile,2014Q3
South Sudan,135,Mayom,29.2165,9.094566,2014,10,2.0,0.0,0.5251219,96.24006,11.71634,-2.678054,14.87083,3.323018,1,0,2.384223,4278.039,29.01751,164382.0,7998.936,87.45455,2014-10-01,Greater Upper Nile,Greater Upper Nile,2014Q4
South Sudan,135,Mayom,29.2165,9.094566,2015,1,2.0,0.0,0.3673192,117.4641,0.06273058,-0.000705937,1.073504,0.56076,2,0,2.562523,4278.039,29.01751,168895.0,7998.936,87.45455,2015-01-01,Greater Upper Nile,Greater Upper Nile,2015Q1
South Sudan,135,Mayom,29.2165,9.094566,2015,4,2.0,1.0,0.3484764,117.9476,1.829641,-1.720031,0.6294947,-0.5816392,3,0,2.699188,4278.039,29.01751,168895.0,7998.936,87.45455,2015-04-01,Greater Upper Nile,Greater Upper Nile,2015Q2
South Sudan,135,Mayom,29.2165,9.094566,2015,7,3.0,0.0,0.6038434,92.75726,27.68648,-1.530166,17.19593,-4.119534,0,0,3.630452,4278.039,29.01751,168895.0,7998.936,87.45455,2015-07-01,Greater Upper Nile,Greater Upper Nile,2015Q3
South Sudan,135,Mayom,29.2165,9.094566,2015,10,2.0,0.0,0.5540958,101.5502,19.59285,5.198454,12.69411,1.146296,1,25,4.056385,4278.039,29.01751,168895.0,7998.936,87.45455,2015-10-01,Greater Upper Nile,Greater Upper Nile,2015Q4
South Sudan,135,Mayom,29.2165,9.094566,2016,2,2.0,0.0,0.277068,99.44323,0.1364732,0.004961948,0.0714933,-0.003310467,0,0,4.763715,4278.039,29.01751,152060.0,7998.936,87.45455,2016-02-01,Greater Upper Nile,Greater Upper Nile,2016Q1
South Sudan,135,Mayom,29.2165,9.094566,2016,6,2.0,0.0,0.6340168,118.3171,24.10264,1.116029,14.60408,3.005009,0,0,7.433032,4278.039,29.01751,152060.0,7998.936,87.45455,2016-06-01,Greater Upper Nile,Greater Upper Nile,2016Q2
South Sudan,135,Mayom,29.2165,9.094566,2016,10,2.0,0.0,0.5370253,98.42161,15.29858,0.9041839,7.398904,-4.148908,0,0,12.98076,4278.039,29.01751,152060.0,7998.936,87.45455,2016-10-01,Greater Upper Nile,Greater Upper Nile,2016Q4
South Sudan,135,Mayom,29.2165,9.094566,2017,2,3.0,0.0,0.3123194,112.0954,0.1364732,0.004961948,0.1753754,0.1005717,0,0,16.15556,4278.039,29.01751,135224.0,7998.936,87.45455,2017-02-01,Greater Upper Nile,Greater Upper Nile,2017Q1
South Sudan,135,Mayom,29.2165,9.094566,2017,6,3.0,0.0,0.663279,123.7778,28.61448,5.627863,19.50521,7.906145,0,0,26.17814,4278.039,29.01751,135224.0,7998.936,87.45455,2017-06-01,Greater Upper Nile,Greater Upper Nile,2017Q2
South Sudan,135,Mayom,29.2165,9.094566,2017,10,3.0,0.0,0.5755331,105.479,11.95058,-2.443808,12.81424,1.266432,0,0,27.45854,4278.039,29.01751,135224.0,7998.936,87.45455,2017-10-01,Greater Upper Nile,Greater Upper Nile,2017Q4
South Sudan,135,Mayom,29.2165,9.094566,2018,2,3.0,1.0,0.2910235,104.452,0.1420636,0.01055232,0.05254114,-0.02226263,0,0,27.37351,4278.039,29.01751,118388.0,7998.936,87.45455,2018-02-01,Greater Upper Nile,Greater Upper Nile,2018Q1
South Sudan,135,Mayom,29.2165,9.094566,2018,6,3.0,1.0,0.5121195,95.56919,24.9057,1.919082,11.96236,0.3632923,1,1,36.85249,4278.039,29.01751,118388.0,7998.936,87.45455,2018-06-01,Greater Upper Nile,Greater Upper Nile,2018Q2
South Sudan,135,Mayom,29.2165,9.094566,2018,10,3.0,0.0,0.5705392,104.5638,13.29267,-1.101718,11.15248,-0.3953328,0,0,45.58739,4278.039,29.01751,118388.0,7998.936,87.45455,2018-10-01,Greater Upper Nile,Greater Upper Nile,2018Q4
South Sudan,135,Mayom,29.2165,9.094566,2019,2,3.0,1.0,0.2550779,91.55071,0.1364732,0.004961948,0.1935011,0.1186974,0,0,52.23416,4278.039,29.01751,101552.0,7998.936,87.45455,2019-02-01,Greater Upper Nile,Greater Upper Nile,2019Q1
South Sudan,135,Mayom,29.2165,9.094566,2019,6,3.0,1.0,0.6060207,113.0926,29.37436,6.387745,16.50606,4.906987,0,0,66.98764,4278.039,29.01751,101552.0,7998.936,87.45455,2019-06-01,Greater Upper Nile,Greater Upper Nile,2019Q2
South Sudan,135,Mayom,29.2165,9.094566,2019,10,3.0,0.0,0.5936814,108.8051,14.25843,-0.1359634,17.51586,5.968047,0,0,73.83437,4278.039,29.01751,101552.0,7998.936,87.45455,2019-10-01,Greater Upper Nile,Greater Upper Nile,2019Q4
South Sudan,135,Mayom,29.2165,9.094566,2020,2,3.0,1.0,0.3554106,127.5614,0.1364723,0.004833825,0.1906223,0.1158186,0,0,80.88712,4278.039,29.01751,168303.3,7998.936,87.45455,2020-02-01,Greater Upper Nile,Greater Upper Nile,2020Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2009,7,2.0,,0.6981653,96.42507,21.59612,-6.204614,19.42415,-6.927661,0,0,0.9300643,2408.233,1.742261,20702.0,11004.64,91.48276,2009-07-01,Greater Upper Nile,Greater Upper Nile,2009Q3
South Sudan,136,Abiemnhom,29.13019,9.550939,2009,10,2.0,,0.545269,96.60136,14.97716,0.7061875,7.700638,-2.679867,0,0,0.9410046,2408.233,1.742261,20702.0,11004.64,91.48276,2009-10-01,Greater Upper Nile,Greater Upper Nile,2009Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2010,1,2.0,,0.3031097,96.32409,0.02649849,-0.000443754,0.02266144,-0.4119544,0,0,0.9491104,2408.233,1.742261,21484.0,11004.64,91.48276,2010-01-01,Greater Upper Nile,Greater Upper Nile,2010Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2010,4,2.0,,0.2589328,90.56097,2.287646,-0.2842233,0.2833201,-0.411254,0,0,0.9745488,2408.233,1.742261,21484.0,11004.64,91.48276,2010-04-01,Greater Upper Nile,Greater Upper Nile,2010Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2010,7,2.0,,0.6100591,84.25654,26.63382,-1.166917,25.00753,-1.344284,0,0,1.01016,2408.233,1.742261,21484.0,11004.64,91.48276,2010-07-01,Greater Upper Nile,Greater Upper Nile,2010Q3
South Sudan,136,Abiemnhom,29.13019,9.550939,2010,10,2.0,,0.5735718,101.6156,26.89556,12.62459,19.70081,9.320304,0,0,1.11427,2408.233,1.742261,21484.0,11004.64,91.48276,2010-10-01,Greater Upper Nile,Greater Upper Nile,2010Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2011,1,2.0,,0.3163914,100.5448,0.02581184,-0.001130401,0.3534171,-0.08119881,0,0,1.169017,2408.233,1.742261,22117.0,11004.64,91.48276,2011-01-01,Greater Upper Nile,Greater Upper Nile,2011Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2011,4,3.0,,0.2564533,89.69378,1.123465,-1.448404,0.04112361,-0.6534505,2,23,1.205651,2408.233,1.742261,22117.0,11004.64,91.48276,2011-04-01,Greater Upper Nile,Greater Upper Nile,2011Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2011,7,3.0,,0.7213779,99.63101,28.08527,0.2845357,22.7559,-3.595914,0,0,1.2947,2408.233,1.742261,22117.0,11004.64,91.48276,2011-07-01,Greater Upper Nile,Greater Upper Nile,2011Q3
South Sudan,136,Abiemnhom,29.13019,9.550939,2011,10,3.0,,0.6366665,112.7936,14.59036,0.3193923,14.64257,4.262061,0,0,1.57231,2408.233,1.742261,22117.0,11004.64,91.48276,2011-10-01,Greater Upper Nile,Greater Upper Nile,2011Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2012,1,3.0,,0.3081842,97.93671,0.02581184,-0.001130401,0.2169807,-0.2176352,0,0,1.720392,2408.233,1.742261,22750.0,11004.64,91.48276,2012-01-01,Greater Upper Nile,Greater Upper Nile,2012Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2012,4,3.0,0.0,0.2682836,93.83138,1.246185,-1.325684,0.5336065,-0.1609677,1,7,1.891242,2408.233,1.742261,22750.0,11004.64,91.48276,2012-04-01,Greater Upper Nile,Greater Upper Nile,2012Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2012,7,3.0,0.0,0.7504701,103.649,32.63939,4.838649,29.39018,3.038364,0,0,2.068933,2408.233,1.742261,22750.0,11004.64,91.48276,2012-07-01,Greater Upper Nile,Greater Upper Nile,2012Q3
South Sudan,136,Abiemnhom,29.13019,9.550939,2012,10,2.0,0.0,0.5415623,95.94467,11.55774,-2.713229,17.90098,7.52048,0,0,2.122623,2408.233,1.742261,22750.0,11004.64,91.48276,2012-10-01,Greater Upper Nile,Greater Upper Nile,2012Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2013,1,2.0,0.0,0.2987335,94.9334,0.02653871,-0.000403535,0.1302774,-0.3043385,0,0,2.114446,2408.233,1.742261,23383.0,11004.64,91.48276,2013-01-01,Greater Upper Nile,Greater Upper Nile,2013Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2013,4,2.0,0.0,0.2668284,93.32245,1.934075,-0.6377947,0.000298668,-0.6942755,0,0,2.012643,2408.233,1.742261,23383.0,11004.64,91.48276,2013-04-01,Greater Upper Nile,Greater Upper Nile,2013Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2013,7,2.0,1.0,0.6946938,95.94562,19.54443,-8.256309,26.58835,0.2365352,0,0,2.055401,2408.233,1.742261,23383.0,11004.64,91.48276,2013-07-01,Greater Upper Nile,Greater Upper Nile,2013Q3
South Sudan,136,Abiemnhom,29.13019,9.550939,2013,10,2.0,0.0,0.6359881,112.6734,6.090104,-8.180865,14.4303,4.0498,0,0,2.043745,2408.233,1.742261,23383.0,11004.64,91.48276,2013-10-01,Greater Upper Nile,Greater Upper Nile,2013Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2014,1,2.0,0.0,0.3269648,103.9049,0.0265387,-0.000403545,0.08883296,-0.3457829,0,0,2.101516,2408.233,1.742261,24016.0,11004.64,91.48276,2014-01-01,Greater Upper Nile,Greater Upper Nile,2014Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2014,4,3.0,0.0,0.3678653,128.6598,9.070172,6.498302,3.288791,2.594217,0,0,2.159728,2408.233,1.742261,24016.0,11004.64,91.48276,2014-04-01,Greater Upper Nile,Greater Upper Nile,2014Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2014,7,3.0,0.0,0.7986922,110.3091,33.45465,5.653912,41.74783,15.39602,0,0,2.305491,2408.233,1.742261,24016.0,11004.64,91.48276,2014-07-01,Greater Upper Nile,Greater Upper Nile,2014Q3
South Sudan,136,Abiemnhom,29.13019,9.550939,2014,10,2.0,0.0,0.5994306,106.1968,12.94445,-1.326516,15.36858,4.98808,0,0,2.376226,2408.233,1.742261,24016.0,11004.64,91.48276,2014-10-01,Greater Upper Nile,Greater Upper Nile,2014Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2015,1,2.0,0.0,0.3992878,126.8882,0.02653871,-0.000403535,1.233992,0.7993766,0,0,2.527882,2408.233,1.742261,24648.0,11004.64,91.48276,2015-01-01,Greater Upper Nile,Greater Upper Nile,2015Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2015,4,2.0,0.0,0.3291673,115.1253,1.345129,-1.226741,0.19308,-0.5014941,0,0,2.697978,2408.233,1.742261,24648.0,11004.64,91.48276,2015-04-01,Greater Upper Nile,Greater Upper Nile,2015Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2015,7,3.0,0.0,0.7507751,103.6911,22.80791,-4.992824,25.51612,-0.8356965,0,0,3.580779,2408.233,1.742261,24648.0,11004.64,91.48276,2015-07-01,Greater Upper Nile,Greater Upper Nile,2015Q3
South Sudan,136,Abiemnhom,29.13019,9.550939,2015,10,2.0,0.0,0.6317744,111.9269,21.69347,7.422498,13.21428,2.833774,0,0,4.112463,2408.233,1.742261,24648.0,11004.64,91.48276,2015-10-01,Greater Upper Nile,Greater Upper Nile,2015Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2016,2,2.0,0.0,0.2805347,101.5059,0.0729635,0.002638737,0.01318062,-0.01243795,0,0,4.855707,2408.233,1.742261,76778.0,11004.64,91.48276,2016-02-01,Greater Upper Nile,Greater Upper Nile,2016Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2016,6,3.0,0.0,0.6580005,108.2174,21.74678,-0.4031738,10.95792,-2.494865,0,0,7.667799,2408.233,1.742261,76778.0,11004.64,91.48276,2016-06-01,Greater Upper Nile,Greater Upper Nile,2016Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2016,10,2.0,1.0,0.5458247,96.6998,17.20383,2.932856,5.580306,-4.8002,0,0,13.12015,2408.233,1.742261,76778.0,11004.64,91.48276,2016-10-01,Greater Upper Nile,Greater Upper Nile,2016Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2017,2,3.0,0.0,0.2815889,101.8873,0.0729635,0.002638737,0.08749989,0.06188132,0,0,16.35965,2408.233,1.742261,128907.0,11004.64,91.48276,2017-02-01,Greater Upper Nile,Greater Upper Nile,2017Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2017,6,2.0,1.0,0.7434983,122.2787,33.24559,11.09564,24.73795,11.28516,0,0,26.39153,2408.233,1.742261,128907.0,11004.64,91.48276,2017-06-01,Greater Upper Nile,Greater Upper Nile,2017Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2017,10,2.0,0.0,0.6060312,107.3662,9.879025,-4.391945,11.28986,0.9093596,0,0,27.62836,2408.233,1.742261,128907.0,11004.64,91.48276,2017-10-01,Greater Upper Nile,Greater Upper Nile,2017Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2018,2,3.0,0.0,0.29323,106.0994,0.0729635,0.002638737,0.002352019,-0.02326656,0,0,27.61192,2408.233,1.742261,181037.0,11004.64,91.48276,2018-02-01,Greater Upper Nile,Greater Upper Nile,2018Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2018,6,3.0,1.0,0.5941284,97.71274,20.72584,-1.424107,11.89604,-1.556747,0,0,37.93164,2408.233,1.742261,181037.0,11004.64,91.48276,2018-06-01,Greater Upper Nile,Greater Upper Nile,2018Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2018,10,3.0,0.0,0.600594,106.4029,11.43908,-2.831893,9.147944,-1.232561,0,0,46.87473,2408.233,1.742261,181037.0,11004.64,91.48276,2018-10-01,Greater Upper Nile,Greater Upper Nile,2018Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2019,2,3.0,0.0,0.2767081,100.1213,0.0729635,0.002638737,0.1136597,0.08804108,1,3,52.52265,2408.233,1.742261,233166.0,11004.64,91.48276,2019-02-01,Greater Upper Nile,Greater Upper Nile,2019Q1
South Sudan,136,Abiemnhom,29.13019,9.550939,2019,6,3.0,0.0,0.6537325,107.5155,29.90964,7.759687,19.95661,6.503822,2,1,67.31876,2408.233,1.742261,233166.0,11004.64,91.48276,2019-06-01,Greater Upper Nile,Greater Upper Nile,2019Q2
South Sudan,136,Abiemnhom,29.13019,9.550939,2019,10,3.0,0.0,0.6347509,112.4542,16.10827,1.8373,19.39085,9.010343,0,0,73.75149,2408.233,1.742261,233166.0,11004.64,91.48276,2019-10-01,Greater Upper Nile,Greater Upper Nile,2019Q4
South Sudan,136,Abiemnhom,29.13019,9.550939,2020,2,3.0,0.0,0.3291803,119.1073,0.07296387,0.002571447,0.07892063,0.05330205,0,0,81.22505,2408.233,1.742261,24756.13,11004.64,91.48276,2020-02-01,Greater Upper Nile,Greater Upper Nile,2020Q1
South Sudan,137,Longchuk,33.52691,9.255936,2009,7,2.0,,0.6163058,91.80745,21.97204,-6.780512,17.86808,-7.045922,0,0,0.9379248,6953.015,14.37408,73994.0,26401.34,84.59756,2009-07-01,Greater Upper Nile,Greater Upper Nile,2009Q3
South Sudan,137,Longchuk,33.52691,9.255936,2009,10,2.0,,0.5723055,91.30012,13.97505,-3.242577,15.21953,-7.665886,0,0,0.9516526,6953.015,14.37408,73994.0,26401.34,84.59756,2009-10-01,Greater Upper Nile,Greater Upper Nile,2009Q4
South Sudan,137,Longchuk,33.52691,9.255936,2010,1,1.0,,0.23975,79.23371,0.2776329,-0.0127529,0.0225956,-0.6319615,0,0,0.9576983,6953.015,14.37408,76613.0,26401.34,84.59756,2010-01-01,Greater Upper Nile,Greater Upper Nile,2010Q1
South Sudan,137,Longchuk,33.52691,9.255936,2010,4,2.0,,0.2179083,79.90657,3.157237,-1.373731,0.4978604,-1.28902,0,0,0.9883157,6953.015,14.37408,76613.0,26401.34,84.59756,2010-04-01,Greater Upper Nile,Greater Upper Nile,2010Q2
South Sudan,137,Longchuk,33.52691,9.255936,2010,7,2.0,,0.6455098,96.1578,30.26573,1.513183,24.40451,-0.5094905,0,0,1.028486,6953.015,14.37408,76613.0,26401.34,84.59756,2010-07-01,Greater Upper Nile,Greater Upper Nile,2010Q3
South Sudan,137,Longchuk,33.52691,9.255936,2010,10,2.0,,0.6708471,107.0205,21.9638,4.746171,27.30732,4.421898,0,0,1.060817,6953.015,14.37408,76613.0,26401.34,84.59756,2010-10-01,Greater Upper Nile,Greater Upper Nile,2010Q4
South Sudan,137,Longchuk,33.52691,9.255936,2011,1,2.0,,0.2950268,97.50187,0.3911108,0.1007249,1.464007,0.8094494,0,0,1.18993,6953.015,14.37408,78576.0,26401.34,84.59756,2011-01-01,Greater Upper Nile,Greater Upper Nile,2011Q1
South Sudan,137,Longchuk,33.52691,9.255936,2011,4,3.0,,0.2364948,86.72219,3.615116,-0.9158525,0.6951987,-1.091682,0,0,1.301538,6953.015,14.37408,78576.0,26401.34,84.59756,2011-04-01,Greater Upper Nile,Greater Upper Nile,2011Q2
South Sudan,137,Longchuk,33.52691,9.255936,2011,7,2.0,,0.6102815,90.91005,25.83123,-2.921317,22.42297,-2.491031,0,0,1.415451,6953.015,14.37408,78576.0,26401.34,84.59756,2011-07-01,Greater Upper Nile,Greater Upper Nile,2011Q3
South Sudan,137,Longchuk,33.52691,9.255936,2011,10,2.0,,0.6874979,109.6768,20.57476,3.357131,30.13945,7.254028,0,0,1.662076,6953.015,14.37408,78576.0,26401.34,84.59756,2011-10-01,Greater Upper Nile,Greater Upper Nile,2011Q4
South Sudan,137,Longchuk,33.52691,9.255936,2012,1,2.0,,0.3023135,99.91,0.2500662,-0.04031965,0.2153772,-0.4391799,0,0,1.795162,6953.015,14.37408,80539.0,26401.34,84.59756,2012-01-01,Greater Upper Nile,Greater Upper Nile,2012Q1
South Sudan,137,Longchuk,33.52691,9.255936,2012,4,2.0,0.0,0.2367557,86.81789,3.243443,-1.287526,1.466365,-0.3205148,0,0,1.855905,6953.015,14.37408,80539.0,26401.34,84.59756,2012-04-01,Greater Upper Nile,Greater Upper Nile,2012Q2
